,instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,cnt
3763,3764,2011-06-10,2,0,6,17,0,5,1,1,0.82,0.7727,0.52,0.2239,517
3764,3765,2011-06-10,2,0,6,18,0,5,1,1,0.8,0.7727,0.59,0.2239,463
3765,3766,2011-06-10,2,0,6,19,0,5,1,1,0.78,0.7424,0.59,0.19399999999999998,306
3766,3767,2011-06-10,2,0,6,20,0,5,1,1,0.76,0.7121,0.62,0.1045,250
3767,3768,2011-06-10,2,0,6,21,0,5,1,1,0.76,0.7273,0.66,0.1343,218
3768,3769,2011-06-10,2,0,6,22,0,5,1,1,0.72,0.6970000000000001,0.74,0.2537,185
3769,3770,2011-06-10,2,0,6,23,0,5,1,1,0.72,0.6970000000000001,0.74,0.1642,146
3770,3771,2011-06-11,2,0,6,0,0,6,0,1,0.7,0.6667,0.79,0.1343,117
3771,3772,2011-06-11,2,0,6,1,0,6,0,1,0.7,0.6667,0.79,0.0896,77
3772,3773,2011-06-11,2,0,6,2,0,6,0,1,0.7,0.6667,0.79,0.1045,60
3773,3774,2011-06-11,2,0,6,3,0,6,0,1,0.68,0.6364,0.83,0.0896,28
3774,3775,2011-06-11,2,0,6,4,0,6,0,1,0.68,0.6364,0.79,0.0896,13
3775,3776,2011-06-11,2,0,6,5,0,6,0,1,0.68,0.6364,0.74,0.1343,16
3776,3777,2011-06-11,2,0,6,6,0,6,0,1,0.7,0.6515,0.61,0.1343,40
3777,3778,2011-06-11,2,0,6,7,0,6,0,1,0.72,0.6667,0.58,0.19399999999999998,68
3778,3779,2011-06-11,2,0,6,8,0,6,0,1,0.74,0.6818,0.58,0.19399999999999998,143
3779,3780,2011-06-11,2,0,6,9,0,6,0,1,0.74,0.6818,0.62,0.1343,230
3780,3781,2011-06-11,2,0,6,10,0,6,0,1,0.74,0.6818,0.58,0.1642,264
3781,3782,2011-06-11,2,0,6,11,0,6,0,1,0.76,0.7121,0.62,0.1343,325
3782,3783,2011-06-11,2,0,6,12,0,6,0,1,0.8,0.7576,0.55,0.2239,347
3783,3784,2011-06-11,2,0,6,13,0,6,0,1,0.8,0.7576,0.55,0.19399999999999998,387
3784,3785,2011-06-11,2,0,6,14,0,6,0,1,0.82,0.7727,0.49,0.1045,380
3785,3786,2011-06-11,2,0,6,15,0,6,0,1,0.82,0.7727,0.49,0.1045,374
3786,3787,2011-06-11,2,0,6,16,0,6,0,2,0.8,0.7273,0.46,0.19399999999999998,394
3787,3788,2011-06-11,2,0,6,17,0,6,0,2,0.74,0.6818,0.58,0.1642,337
3788,3789,2011-06-11,2,0,6,18,0,6,0,2,0.72,0.6818,0.62,0.1343,286
3789,3790,2011-06-11,2,0,6,19,0,6,0,1,0.7,0.6515,0.65,0.19399999999999998,264
3790,3791,2011-06-11,2,0,6,20,0,6,0,1,0.68,0.6364,0.74,0.2537,275
3791,3792,2011-06-11,2,0,6,21,0,6,0,1,0.66,0.6212,0.74,0.2239,220
3792,3793,2011-06-11,2,0,6,22,0,6,0,1,0.66,0.6061,0.78,0.2239,190
3793,3794,2011-06-11,2,0,6,23,0,6,0,1,0.66,0.6212,0.74,0.1045,131
3794,3795,2011-06-12,2,0,6,0,0,0,0,1,0.66,0.6061,0.78,0.2239,119
3795,3796,2011-06-12,2,0,6,1,0,0,0,1,0.64,0.5758,0.83,0.1045,93
3796,3797,2011-06-12,2,0,6,2,0,0,0,1,0.64,0.5758,0.89,0.2537,66
3797,3798,2011-06-12,2,0,6,3,0,0,0,1,0.64,0.5758,0.89,0.2836,28
3798,3799,2011-06-12,2,0,6,4,0,0,0,1,0.62,0.5606,0.88,0.1642,14
3799,3800,2011-06-12,2,0,6,5,0,0,0,1,0.62,0.5606,0.88,0.2239,10
3800,3801,2011-06-12,2,0,6,6,0,0,0,1,0.62,0.5606,0.88,0.1045,14
3801,3802,2011-06-12,2,0,6,7,0,0,0,1,0.64,0.5909,0.78,0.1045,34
3802,3803,2011-06-12,2,0,6,8,0,0,0,1,0.7,0.6667,0.74,0.0,92
3803,3804,2011-06-12,2,0,6,9,0,0,0,1,0.72,0.6818,0.66,0.0,182
3804,3805,2011-06-12,2,0,6,10,0,0,0,1,0.76,0.7121,0.58,0.0896,311
3805,3806,2011-06-12,2,0,6,11,0,0,0,1,0.78,0.7273,0.55,0.1045,367
3806,3807,2011-06-12,2,0,6,12,0,0,0,1,0.82,0.7576,0.46,0.0,420
3807,3808,2011-06-12,2,0,6,13,0,0,0,1,0.78,0.7424,0.59,0.2836,373
3808,3809,2011-06-12,2,0,6,14,0,0,0,1,0.82,0.7879,0.56,0.2537,315
3809,3810,2011-06-12,2,0,6,15,0,0,0,1,0.8,0.7727,0.59,0.2985,360
3810,3811,2011-06-12,2,0,6,16,0,0,0,3,0.68,0.6364,0.83,0.2836,350
3811,3812,2011-06-12,2,0,6,17,0,0,0,3,0.68,0.6364,0.83,0.2836,252
3812,3813,2011-06-12,2,0,6,18,0,0,0,1,0.7,0.6667,0.74,0.1642,256
3813,3814,2011-06-12,2,0,6,19,0,0,0,1,0.7,0.6667,0.74,0.1045,223
3814,3815,2011-06-12,2,0,6,20,0,0,0,1,0.66,0.6061,0.83,0.1642,206
3815,3816,2011-06-12,2,0,6,21,0,0,0,1,0.66,0.6061,0.83,0.1045,140
3816,3817,2011-06-12,2,0,6,22,0,0,0,1,0.64,0.5758,0.83,0.1343,128
3817,3818,2011-06-12,2,0,6,23,0,0,0,1,0.64,0.5909,0.78,0.19399999999999998,107
3818,3819,2011-06-13,2,0,6,0,0,1,1,1,0.64,0.5909,0.78,0.1343,28
3819,3820,2011-06-13,2,0,6,1,0,1,1,1,0.64,0.6061,0.73,0.2239,16
3820,3821,2011-06-13,2,0,6,2,0,1,1,1,0.62,0.5909,0.73,0.2836,10
3821,3822,2011-06-13,2,0,6,3,0,1,1,1,0.6,0.6061,0.6,0.4925,7
3822,3823,2011-06-13,2,0,6,4,0,1,1,1,0.56,0.5303,0.64,0.2985,4
3823,3824,2011-06-13,2,0,6,5,0,1,1,1,0.54,0.5152,0.64,0.3881,29
3824,3825,2011-06-13,2,0,6,6,0,1,1,1,0.54,0.5152,0.64,0.4179,105
3825,3826,2011-06-13,2,0,6,7,0,1,1,1,0.56,0.5303,0.56,0.3582,328
3826,3827,2011-06-13,2,0,6,8,0,1,1,1,0.58,0.5455,0.49,0.4478,476
3827,3828,2011-06-13,2,0,6,9,0,1,1,1,0.62,0.6212,0.46,0.3582,224
3828,3829,2011-06-13,2,0,6,10,0,1,1,1,0.64,0.6212,0.41,0.3284,118
3829,3830,2011-06-13,2,0,6,11,0,1,1,1,0.66,0.6212,0.41,0.2985,159
3830,3831,2011-06-13,2,0,6,12,0,1,1,1,0.66,0.6212,0.41,0.2836,196
3831,3832,2011-06-13,2,0,6,13,0,1,1,1,0.7,0.6364,0.37,0.0,227
3832,3833,2011-06-13,2,0,6,14,0,1,1,1,0.7,0.6364,0.34,0.2537,200
3833,3834,2011-06-13,2,0,6,15,0,1,1,1,0.7,0.6364,0.37,0.4478,185
3834,3835,2011-06-13,2,0,6,16,0,1,1,1,0.7,0.6364,0.37,0.4179,326
3835,3836,2011-06-13,2,0,6,17,0,1,1,1,0.7,0.6364,0.39,0.3284,601
3836,3837,2011-06-13,2,0,6,18,0,1,1,1,0.7,0.6364,0.37,0.3582,586
3837,3838,2011-06-13,2,0,6,19,0,1,1,1,0.66,0.6212,0.39,0.2836,423
3838,3839,2011-06-13,2,0,6,20,0,1,1,1,0.64,0.6212,0.44,0.2537,331
3839,3840,2011-06-13,2,0,6,21,0,1,1,1,0.64,0.6212,0.41,0.2537,218
3840,3841,2011-06-13,2,0,6,22,0,1,1,1,0.62,0.6212,0.46,0.2239,134
3841,3842,2011-06-13,2,0,6,23,0,1,1,1,0.62,0.6212,0.46,0.19399999999999998,89
3842,3843,2011-06-14,2,0,6,0,0,2,1,1,0.6,0.6212,0.49,0.19399999999999998,31
3843,3844,2011-06-14,2,0,6,1,0,2,1,1,0.6,0.6212,0.49,0.2537,13
3844,3845,2011-06-14,2,0,6,2,0,2,1,1,0.6,0.6212,0.49,0.2836,10
3845,3846,2011-06-14,2,0,6,3,0,2,1,1,0.58,0.5455,0.53,0.3284,2
3846,3847,2011-06-14,2,0,6,4,0,2,1,1,0.54,0.5152,0.6,0.2537,3
3847,3848,2011-06-14,2,0,6,5,0,2,1,1,0.54,0.5152,0.56,0.3284,26
3848,3849,2011-06-14,2,0,6,6,0,2,1,1,0.54,0.5152,0.56,0.2985,113
3849,3850,2011-06-14,2,0,6,7,0,2,1,1,0.56,0.5303,0.52,0.4179,365
3850,3851,2011-06-14,2,0,6,8,0,2,1,1,0.58,0.5455,0.49,0.3881,486
3851,3852,2011-06-14,2,0,6,9,0,2,1,1,0.62,0.6212,0.46,0.19399999999999998,193
3852,3853,2011-06-14,2,0,6,10,0,2,1,1,0.62,0.6212,0.46,0.2239,130
3853,3854,2011-06-14,2,0,6,11,0,2,1,1,0.64,0.6212,0.41,0.2836,143
3854,3855,2011-06-14,2,0,6,12,0,2,1,1,0.64,0.6212,0.41,0.3582,169
3855,3856,2011-06-14,2,0,6,13,0,2,1,1,0.64,0.6212,0.44,0.2239,209
3856,3857,2011-06-14,2,0,6,14,0,2,1,2,0.64,0.6212,0.47,0.19399999999999998,159
3857,3858,2011-06-14,2,0,6,15,0,2,1,1,0.64,0.6212,0.47,0.1642,178
3858,3859,2011-06-14,2,0,6,16,0,2,1,1,0.68,0.6364,0.41,0.19399999999999998,330
3859,3860,2011-06-14,2,0,6,17,0,2,1,3,0.64,0.6212,0.5,0.2836,569
3860,3861,2011-06-14,2,0,6,18,0,2,1,1,0.62,0.6212,0.51,0.3284,538
3861,3862,2011-06-14,2,0,6,19,0,2,1,1,0.64,0.6212,0.5,0.3582,386
3862,3863,2011-06-14,2,0,6,20,0,2,1,1,0.6,0.6212,0.56,0.1642,297
3863,3864,2011-06-14,2,0,6,21,0,2,1,1,0.6,0.6212,0.56,0.2985,243
3864,3865,2011-06-14,2,0,6,22,0,2,1,1,0.58,0.5455,0.6,0.2239,188
3865,3866,2011-06-14,2,0,6,23,0,2,1,1,0.56,0.5303,0.68,0.2239,110
3866,3867,2011-06-15,2,0,6,0,0,3,1,1,0.56,0.5303,0.64,0.3582,52
3867,3868,2011-06-15,2,0,6,1,0,3,1,1,0.54,0.5152,0.64,0.2836,14
3868,3869,2011-06-15,2,0,6,2,0,3,1,1,0.52,0.5,0.63,0.2239,9
3869,3870,2011-06-15,2,0,6,3,0,3,1,1,0.5,0.4848,0.68,0.2537,1
3870,3871,2011-06-15,2,0,6,4,0,3,1,1,0.5,0.4848,0.63,0.2836,4
3871,3872,2011-06-15,2,0,6,5,0,3,1,1,0.48,0.4697,0.67,0.2836,21
3872,3873,2011-06-15,2,0,6,6,0,3,1,1,0.5,0.4848,0.63,0.2537,121
3873,3874,2011-06-15,2,0,6,7,0,3,1,1,0.54,0.5152,0.6,0.1343,370
3874,3875,2011-06-15,2,0,6,8,0,3,1,1,0.58,0.5455,0.53,0.1343,498
3875,3876,2011-06-15,2,0,6,9,0,3,1,1,0.6,0.6212,0.49,0.0,207
3876,3877,2011-06-15,2,0,6,10,0,3,1,1,0.64,0.6212,0.47,0.1642,135
3877,3878,2011-06-15,2,0,6,11,0,3,1,1,0.68,0.6364,0.36,0.0,164
3878,3879,2011-06-15,2,0,6,12,0,3,1,1,0.7,0.6364,0.34,0.2239,211
3879,3880,2011-06-15,2,0,6,13,0,3,1,1,0.74,0.6515,0.28,0.2836,189
3880,3881,2011-06-15,2,0,6,14,0,3,1,1,0.74,0.6515,0.28,0.0,178
3881,3882,2011-06-15,2,0,6,15,0,3,1,1,0.76,0.6667,0.27,0.0,164
3882,3883,2011-06-15,2,0,6,16,0,3,1,1,0.76,0.6667,0.27,0.1343,312
3883,3884,2011-06-15,2,0,6,17,0,3,1,1,0.74,0.6515,0.28,0.1045,638
3884,3885,2011-06-15,2,0,6,18,0,3,1,1,0.72,0.6515,0.32,0.1343,607
3885,3886,2011-06-15,2,0,6,19,0,3,1,1,0.7,0.6364,0.37,0.2836,416
3886,3887,2011-06-15,2,0,6,20,0,3,1,1,0.66,0.6212,0.44,0.1642,330
3887,3888,2011-06-15,2,0,6,21,0,3,1,1,0.64,0.6212,0.47,0.2239,257
3888,3889,2011-06-15,2,0,6,22,0,3,1,1,0.62,0.6212,0.5,0.1045,175
3889,3890,2011-06-15,2,0,6,23,0,3,1,1,0.62,0.6212,0.53,0.0,107
3890,3891,2011-06-16,2,0,6,0,0,4,1,1,0.6,0.6212,0.56,0.1045,47
3891,3892,2011-06-16,2,0,6,1,0,4,1,1,0.58,0.5455,0.6,0.0,17
3892,3893,2011-06-16,2,0,6,2,0,4,1,1,0.6,0.6212,0.56,0.0896,5
3893,3894,2011-06-16,2,0,6,3,0,4,1,2,0.56,0.5303,0.73,0.0896,4
3894,3895,2011-06-16,2,0,6,4,0,4,1,2,0.56,0.5303,0.68,0.1045,6
3895,3896,2011-06-16,2,0,6,5,0,4,1,1,0.6,0.6061,0.64,0.19399999999999998,25
3896,3897,2011-06-16,2,0,6,6,0,4,1,3,0.58,0.5455,0.73,0.1642,112
3897,3898,2011-06-16,2,0,6,7,0,4,1,3,0.56,0.5303,0.78,0.1642,188
3898,3899,2011-06-16,2,0,6,8,0,4,1,2,0.6,0.5909,0.69,0.1343,388
3899,3900,2011-06-16,2,0,6,9,0,4,1,2,0.62,0.6061,0.65,0.19399999999999998,261
3900,3901,2011-06-16,2,0,6,10,0,4,1,2,0.66,0.6212,0.61,0.2537,121
3901,3902,2011-06-16,2,0,6,11,0,4,1,2,0.68,0.6364,0.61,0.2985,150
3902,3903,2011-06-16,2,0,6,12,0,4,1,1,0.72,0.6667,0.54,0.3881,206
3903,3904,2011-06-16,2,0,6,13,0,4,1,2,0.72,0.6667,0.54,0.2537,151
3904,3905,2011-06-16,2,0,6,14,0,4,1,2,0.72,0.6667,0.54,0.3284,153
3905,3906,2011-06-16,2,0,6,15,0,4,1,2,0.7,0.6515,0.61,0.2985,159
3906,3907,2011-06-16,2,0,6,16,0,4,1,3,0.66,0.6212,0.69,0.19399999999999998,294
3907,3908,2011-06-16,2,0,6,17,0,4,1,2,0.64,0.5909,0.78,0.1045,272
3908,3909,2011-06-16,2,0,6,18,0,4,1,1,0.64,0.5758,0.83,0.2239,325
3909,3910,2011-06-16,2,0,6,19,0,4,1,1,0.62,0.5758,0.83,0.2836,327
3910,3911,2011-06-16,2,0,6,20,0,4,1,1,0.62,0.5758,0.83,0.3284,201
3911,3912,2011-06-16,2,0,6,21,0,4,1,3,0.62,0.5758,0.83,0.2537,188
3912,3913,2011-06-16,2,0,6,22,0,4,1,3,0.62,0.5758,0.83,0.2537,151
3913,3914,2011-06-16,2,0,6,23,0,4,1,3,0.6,0.5606,0.83,0.2537,16
3914,3915,2011-06-17,2,0,6,0,0,5,1,1,0.56,0.5303,0.88,0.0896,24
3915,3916,2011-06-17,2,0,6,1,0,5,1,1,0.56,0.5303,0.94,0.1343,23
3916,3917,2011-06-17,2,0,6,2,0,5,1,1,0.56,0.5303,0.94,0.1045,13
3917,3918,2011-06-17,2,0,6,3,0,5,1,1,0.56,0.5303,0.94,0.1045,6
3918,3919,2011-06-17,2,0,6,4,0,5,1,1,0.54,0.5152,0.94,0.1343,6
3919,3920,2011-06-17,2,0,6,5,0,5,1,1,0.54,0.5152,1.0,0.0,13
3920,3921,2011-06-17,2,0,6,6,0,5,1,1,0.56,0.5303,0.94,0.0,97
3921,3922,2011-06-17,2,0,6,7,0,5,1,1,0.6,0.5606,0.83,0.0,250
3922,3923,2011-06-17,2,0,6,8,0,5,1,2,0.6,0.5606,0.83,0.0,454
3923,3924,2011-06-17,2,0,6,9,0,5,1,1,0.7,0.6515,0.58,0.19399999999999998,224
3924,3925,2011-06-17,2,0,6,10,0,5,1,1,0.7,0.6515,0.58,0.19399999999999998,170
3925,3926,2011-06-17,2,0,6,11,0,5,1,1,0.68,0.6364,0.69,0.2537,181
3926,3927,2011-06-17,2,0,6,12,0,5,1,1,0.7,0.6515,0.65,0.2537,243
3927,3928,2011-06-17,2,0,6,13,0,5,1,1,0.74,0.6818,0.62,0.2836,204
3928,3929,2011-06-17,2,0,6,14,0,5,1,1,0.76,0.6970000000000001,0.52,0.19399999999999998,215
3929,3930,2011-06-17,2,0,6,15,0,5,1,1,0.78,0.6970000000000001,0.43,0.2239,243
3930,3931,2011-06-17,2,0,6,16,0,5,1,1,0.76,0.6818,0.45,0.1642,355
3931,3932,2011-06-17,2,0,6,17,0,5,1,3,0.76,0.6818,0.4,0.19399999999999998,552
3932,3933,2011-06-17,2,0,6,18,0,5,1,3,0.76,0.6818,0.4,0.19399999999999998,450
3933,3934,2011-06-17,2,0,6,19,0,5,1,3,0.64,0.5758,0.83,0.2537,328
3934,3935,2011-06-17,2,0,6,20,0,5,1,1,0.64,0.5909,0.78,0.1045,232
3935,3936,2011-06-17,2,0,6,21,0,5,1,1,0.64,0.5909,0.78,0.0896,208
3936,3937,2011-06-17,2,0,6,22,0,5,1,1,0.62,0.5606,0.88,0.1343,175
3937,3938,2011-06-17,2,0,6,23,0,5,1,1,0.62,0.5758,0.83,0.1343,178
3938,3939,2011-06-18,2,0,6,0,0,6,0,1,0.62,0.5606,0.88,0.1343,104
3939,3940,2011-06-18,2,0,6,1,0,6,0,1,0.62,0.5758,0.83,0.1045,95
3940,3941,2011-06-18,2,0,6,2,0,6,0,1,0.6,0.5455,0.88,0.0,53
3941,3942,2011-06-18,2,0,6,3,0,6,0,1,0.6,0.5455,0.88,0.0896,20
3942,3943,2011-06-18,2,0,6,4,0,6,0,1,0.6,0.5455,0.88,0.0896,5
3943,3944,2011-06-18,2,0,6,5,0,6,0,1,0.62,0.5758,0.83,0.0,7
3944,3945,2011-06-18,2,0,6,6,0,6,0,1,0.62,0.5758,0.83,0.1045,27
3945,3946,2011-06-18,2,0,6,7,0,6,0,1,0.64,0.5909,0.78,0.1343,57
3946,3947,2011-06-18,2,0,6,8,0,6,0,1,0.66,0.6061,0.78,0.0896,131
3947,3948,2011-06-18,2,0,6,9,0,6,0,1,0.7,0.6515,0.61,0.2239,218
3948,3949,2011-06-18,2,0,6,10,0,6,0,1,0.72,0.6818,0.62,0.19399999999999998,244
3949,3950,2011-06-18,2,0,6,11,0,6,0,1,0.72,0.6818,0.62,0.1343,404
3950,3951,2011-06-18,2,0,6,12,0,6,0,1,0.74,0.6970000000000001,0.66,0.0896,420
3951,3952,2011-06-18,2,0,6,13,0,6,0,1,0.76,0.6970000000000001,0.55,0.0,327
3952,3953,2011-06-18,2,0,6,14,0,6,0,2,0.8,0.7273,0.46,0.2836,334
3953,3954,2011-06-18,2,0,6,15,0,6,0,2,0.82,0.7576,0.46,0.1343,367
3954,3955,2011-06-18,2,0,6,16,0,6,0,2,0.76,0.6970000000000001,0.52,0.2239,468
3955,3956,2011-06-18,2,0,6,17,0,6,0,2,0.76,0.6818,0.48,0.1642,449
3956,3957,2011-06-18,2,0,6,18,0,6,0,2,0.74,0.6818,0.55,0.19399999999999998,381
3957,3958,2011-06-18,2,0,6,19,0,6,0,2,0.74,0.6667,0.51,0.1045,326
3958,3959,2011-06-18,2,0,6,20,0,6,0,2,0.72,0.6667,0.58,0.1343,188
3959,3960,2011-06-18,2,0,6,21,0,6,0,2,0.72,0.6818,0.66,0.1045,183
3960,3961,2011-06-18,2,0,6,22,0,6,0,2,0.72,0.6818,0.62,0.1343,161
3961,3962,2011-06-18,2,0,6,23,0,6,0,2,0.72,0.6818,0.62,0.0,150
3962,3963,2011-06-19,2,0,6,0,0,0,0,1,0.7,0.6515,0.65,0.0,89
3963,3964,2011-06-19,2,0,6,1,0,0,0,2,0.7,0.6515,0.65,0.0896,76
3964,3965,2011-06-19,2,0,6,2,0,0,0,1,0.68,0.6364,0.74,0.0896,72
3965,3966,2011-06-19,2,0,6,3,0,0,0,2,0.66,0.6061,0.78,0.1343,30
3966,3967,2011-06-19,2,0,6,4,0,0,0,2,0.66,0.6212,0.74,0.1343,17
3967,3968,2011-06-19,2,0,6,5,0,0,0,2,0.66,0.6061,0.78,0.0,19
3968,3969,2011-06-19,2,0,6,6,0,0,0,2,0.66,0.6061,0.78,0.1642,33
3969,3970,2011-06-19,2,0,6,7,0,0,0,2,0.66,0.6061,0.78,0.1642,71
3970,3971,2011-06-19,2,0,6,8,0,0,0,3,0.68,0.6364,0.74,0.1045,84
3971,3972,2011-06-19,2,0,6,9,0,0,0,2,0.68,0.6364,0.74,0.1045,169
3972,3973,2011-06-19,2,0,6,10,0,0,0,2,0.7,0.6515,0.61,0.1045,244
3973,3974,2011-06-19,2,0,6,11,0,0,0,2,0.72,0.6667,0.58,0.0896,377
3974,3975,2011-06-19,2,0,6,12,0,0,0,2,0.74,0.6818,0.55,0.0896,396
3975,3976,2011-06-19,2,0,6,13,0,0,0,2,0.74,0.6667,0.51,0.0,363
3976,3977,2011-06-19,2,0,6,14,0,0,0,3,0.74,0.6818,0.58,0.1045,317
3977,3978,2011-06-19,2,0,6,15,0,0,0,2,0.74,0.6818,0.55,0.1045,362
3978,3979,2011-06-19,2,0,6,16,0,0,0,2,0.76,0.6818,0.48,0.0,378
3979,3980,2011-06-19,2,0,6,17,0,0,0,1,0.74,0.6667,0.51,0.0,397
3980,3981,2011-06-19,2,0,6,18,0,0,0,2,0.74,0.6818,0.58,0.0896,296
3981,3982,2011-06-19,2,0,6,19,0,0,0,1,0.72,0.6818,0.62,0.1343,311
3982,3983,2011-06-19,2,0,6,20,0,0,0,1,0.7,0.6515,0.7,0.19399999999999998,232
3983,3984,2011-06-19,2,0,6,21,0,0,0,1,0.68,0.6364,0.79,0.1343,167
3984,3985,2011-06-19,2,0,6,22,0,0,0,1,0.66,0.6061,0.78,0.2239,152
3985,3986,2011-06-19,2,0,6,23,0,0,0,1,0.66,0.6061,0.78,0.19399999999999998,92
3986,3987,2011-06-20,2,0,6,0,0,1,1,1,0.66,0.6061,0.83,0.1642,26
3987,3988,2011-06-20,2,0,6,1,0,1,1,1,0.64,0.5758,0.89,0.0896,12
3988,3989,2011-06-20,2,0,6,2,0,1,1,1,0.64,0.5758,0.89,0.0896,2
3989,3990,2011-06-20,2,0,6,3,0,1,1,3,0.64,0.5758,0.89,0.0,1
3990,3991,2011-06-20,2,0,6,4,0,1,1,3,0.62,0.5606,0.88,0.1642,3
3991,3992,2011-06-20,2,0,6,5,0,1,1,3,0.62,0.5758,0.83,0.1343,3
3992,3993,2011-06-20,2,0,6,6,0,1,1,3,0.6,0.5758,0.78,0.1343,26
3993,3994,2011-06-20,2,0,6,7,0,1,1,3,0.56,0.5303,0.88,0.19399999999999998,46
3994,3995,2011-06-20,2,0,6,8,0,1,1,3,0.56,0.5303,0.83,0.19399999999999998,221
3995,3996,2011-06-20,2,0,6,9,0,1,1,2,0.6,0.5758,0.78,0.2537,219
3996,3997,2011-06-20,2,0,6,10,0,1,1,2,0.6,0.5758,0.78,0.2537,91
3997,3998,2011-06-20,2,0,6,11,0,1,1,2,0.6,0.5758,0.78,0.1045,94
3998,3999,2011-06-20,2,0,6,12,0,1,1,2,0.62,0.6061,0.69,0.1045,162
3999,4000,2011-06-20,2,0,6,13,0,1,1,1,0.64,0.6061,0.65,0.1045,179
4000,4001,2011-06-20,2,0,6,14,0,1,1,1,0.66,0.6212,0.61,0.1045,175
4001,4002,2011-06-20,2,0,6,15,0,1,1,1,0.66,0.6212,0.61,0.1343,205
4002,4003,2011-06-20,2,0,6,16,0,1,1,1,0.7,0.6515,0.58,0.1642,299
4003,4004,2011-06-20,2,0,6,17,0,1,1,1,0.7,0.6515,0.54,0.0,565
4004,4005,2011-06-20,2,0,6,18,0,1,1,1,0.7,0.6515,0.61,0.2537,538
4005,4006,2011-06-20,2,0,6,19,0,1,1,1,0.66,0.6212,0.65,0.2239,431
4006,4007,2011-06-20,2,0,6,20,0,1,1,1,0.66,0.6212,0.69,0.2239,316
4007,4008,2011-06-20,2,0,6,21,0,1,1,1,0.64,0.6061,0.73,0.1642,206
4008,4009,2011-06-20,2,0,6,22,0,1,1,2,0.64,0.6061,0.73,0.2239,130
4009,4010,2011-06-20,2,0,6,23,0,1,1,1,0.62,0.5909,0.78,0.2537,60
4010,4011,2011-06-21,3,0,6,0,0,2,1,1,0.62,0.5909,0.78,0.1642,33
4011,4012,2011-06-21,3,0,6,1,0,2,1,3,0.62,0.5909,0.78,0.1642,14
4012,4013,2011-06-21,3,0,6,2,0,2,1,3,0.62,0.5758,0.83,0.1642,6
4013,4014,2011-06-21,3,0,6,3,0,2,1,3,0.62,0.5758,0.83,0.1642,2
4014,4015,2011-06-21,3,0,6,4,0,2,1,2,0.6,0.5455,0.88,0.1045,9
4015,4016,2011-06-21,3,0,6,5,0,2,1,2,0.6,0.5455,0.88,0.1343,25
4016,4017,2011-06-21,3,0,6,6,0,2,1,2,0.6,0.5455,0.88,0.1343,115
4017,4018,2011-06-21,3,0,6,7,0,2,1,2,0.6,0.5152,0.94,0.0,309
4018,4019,2011-06-21,3,0,6,8,0,2,1,2,0.62,0.5606,0.88,0.1045,401
4019,4020,2011-06-21,3,0,6,9,0,2,1,2,0.62,0.5606,0.88,0.2537,275
4020,4021,2011-06-21,3,0,6,10,0,2,1,2,0.64,0.5758,0.83,0.19399999999999998,161
4021,4022,2011-06-21,3,0,6,11,0,2,1,1,0.66,0.6061,0.83,0.1642,171
4022,4023,2011-06-21,3,0,6,12,0,2,1,1,0.7,0.6667,0.74,0.1642,189
4023,4024,2011-06-21,3,0,6,13,0,2,1,1,0.74,0.6970000000000001,0.66,0.1642,207
4024,4025,2011-06-21,3,0,6,14,0,2,1,1,0.76,0.7121,0.62,0.2239,152
4025,4026,2011-06-21,3,0,6,15,0,2,1,1,0.78,0.7424,0.59,0.2537,170
4026,4027,2011-06-21,3,0,6,16,0,2,1,1,0.8,0.7727,0.59,0.2239,335
4027,4028,2011-06-21,3,0,6,17,0,2,1,1,0.78,0.7576,0.66,0.2239,572
4028,4029,2011-06-21,3,0,6,18,0,2,1,2,0.76,0.7273,0.7,0.2537,536
4029,4030,2011-06-21,3,0,6,19,0,2,1,2,0.74,0.7121,0.74,0.2239,425
4030,4031,2011-06-21,3,0,6,20,0,2,1,3,0.74,0.6970000000000001,0.7,0.2239,326
4031,4032,2011-06-21,3,0,6,21,0,2,1,1,0.72,0.6970000000000001,0.74,0.19399999999999998,229
4032,4033,2011-06-21,3,0,6,22,0,2,1,1,0.7,0.6667,0.79,0.1045,109
4033,4034,2011-06-21,3,0,6,23,0,2,1,1,0.7,0.6667,0.74,0.1045,64
4034,4035,2011-06-22,3,0,6,0,0,3,1,1,0.66,0.6061,0.78,0.19399999999999998,33
4035,4036,2011-06-22,3,0,6,1,0,3,1,1,0.66,0.6061,0.78,0.1343,21
4036,4037,2011-06-22,3,0,6,2,0,3,1,1,0.66,0.6061,0.78,0.0,7
4037,4038,2011-06-22,3,0,6,3,0,3,1,1,0.66,0.6061,0.78,0.1343,7
4038,4039,2011-06-22,3,0,6,4,0,3,1,1,0.64,0.5758,0.83,0.0,11
4039,4040,2011-06-22,3,0,6,5,0,3,1,1,0.64,0.5758,0.89,0.0,23
4040,4041,2011-06-22,3,0,6,6,0,3,1,1,0.66,0.6061,0.83,0.0,122
4041,4042,2011-06-22,3,0,6,7,0,3,1,1,0.7,0.6667,0.79,0.0,311
4042,4043,2011-06-22,3,0,6,8,0,3,1,1,0.72,0.6970000000000001,0.74,0.1045,423
4043,4044,2011-06-22,3,0,6,9,0,3,1,1,0.72,0.6970000000000001,0.79,0.1642,219
